Run_ID,AssayType,DIV,Well,NeuronType,Time,Chip_ID,Mean_FiringRate,Mean_SpikeAmplitude,Active_area,Mean_ISI,Std_ISI,Mean_ISI_CV,Mean_Fano,CHIP_WELL,is_outlier,expected_y,resid_expected,is_bad_residual,to_exclude
69,Sparse7x,20,2,MxWT,6/4/24 9:53,M07039,1.983021207,97.19713165,88.59090909,2.88386108,2.829330988,1.768840702,4.575470684,M07039_2,False,93.803030305,-5.212121214999996,False,False
69,Sparse7x,20,3,FxHET,6/4/24 9:53,M07039,1.901570217,96.77030351,86.92424242,2.958740323,2.997659352,2.022882616,5.697009837,M07039_3,False,90.04040404,-3.1161616199999997,False,False
69,Sparse7x,20,4,MxHEMI,6/4/24 9:53,M07039,2.15530628,98.8762147,91.84848485,2.29354532,2.832203959,2.306662644,7.101288,M07039_4,False,87.53535353833334,4.313131311666666,False,False
69,Sparse7x,20,5,MxWT,6/4/24 9:53,M07039,1.613198983,89.46934366,83.45454545,4.082175689,3.82536484,1.713243983,4.281940049,M07039_5,False,93.803030305,-10.348484854999995,False,False
69,Sparse7x,20,6,FxHET,6/4/24 9:53,M07039,2.108073084,106.3039596,94.12121212,1.951173933,2.305900318,1.947302873,5.807469345,M07039_6,False,90.04040404,4.080808079999997,False,False
65,Sparse7x,20,1,MxWT,6/4/24 8:52,M07420,1.781624693,112.3216192,93.51515152,2.054742052,3.44647637,2.808551843,9.122437071,M07420_1,False,93.803030305,-0.28787878499998953,False,False
67,Sparse7x,20,1,MxWT,6/4/24 9:25,M07427,2.200254851,145.5140025,96.3030303,1.603473939,2.149680448,2.221782995,6.962706948,M07427_1,False,93.803030305,2.4999999950000102,False,False
67,Sparse7x,20,2,MxWT,6/4/24 9:25,M07427,1.882156925,138.3165383,94.87878788,2.139863546,2.601748703,1.781722676,4.631991636,M07427_2,False,93.803030305,1.0757575750000115,False,False
67,Sparse7x,20,3,MxWT,6/4/24 9:25,M07427,2.349175299,125.1550144,95.07575758,1.795400143,2.040822722,1.981208672,6.255187551,M07427_3,False,93.803030305,1.2727272750000083,False,False
67,Sparse7x,20,4,FxHET,6/4/24 9:25,M07427,1.880753309,130.1766433,95.77272727,1.65944247,2.34486993,2.224619129,6.886018937,M07427_4,False,90.04040404,5.732323230000006,False,False
67,Sparse7x,20,5,FxHET,6/4/24 9:25,M07427,1.572853312,133.2433327,94.16666667,2.05470932,2.71536179,2.063487767,5.91037281,M07427_5,False,90.04040404,4.126262629999999,False,False
67,Sparse7x,20,6,MxWT,6/4/24 9:25,M07427,3.316904688,123.7541773,97.07575758,1.213740087,2.074294607,3.228179641,11.29058453,M07427_6,False,93.803030305,3.2727272750000083,False,False
71,Sparse7x,20,1,MxHEMI,6/4/24 10:20,M08018,1.728432849,100.9769201,85.51515152,3.353670166,4.095606839,1.777808239,4.835204511,M08018_1,False,87.53535353833334,-2.020202018333336,False,False
71,Sparse7x,20,2,MxWT,6/4/24 10:20,M08018,2.38822855,93.07292892,87.0,3.150970203,2.932677763,1.639159494,4.351842556,M08018_2,False,93.803030305,-6.803030304999993,False,False
71,Sparse7x,20,3,FxHET,6/4/24 10:20,M08018,2.080052646,99.24425963,91.13636364,2.924179398,2.99118971,1.65176996,4.518829507,M08018_3,False,90.04040404,1.0959596000000005,False,False
71,Sparse7x,20,4,MxHEMI,6/4/24 10:20,M08018,1.875031497,92.66785809,84.18181818,3.44834617,3.776322829,1.986162336,5.782366973,M08018_4,False,87.53535353833334,-3.353535358333346,False,False
71,Sparse7x,20,5,MxWT,6/4/24 10:20,M08018,2.086404516,114.4716628,92.37878788,2.433606173,2.387261093,1.588876678,4.271574584,M08018_5,False,93.803030305,-1.4242424249999885,False,False
71,Sparse7x,20,6,FxHET,6/4/24 10:20,M08018,2.110949159,104.5645276,90.6969697,2.681415868,3.090695519,1.837394978,5.25413185,M08018_6,False,90.04040404,0.6565656599999983,False,False
87,Sparse7x,23,1,MxHEMI,6/7/24 9:42,M07039,2.808223684,111.1035014,88.66666667,2.330764451,3.284595936,2.660746555,8.601014879,M07039_1,False,88.61363636666665,0.05303030333334391,False,False
87,Sparse7x,23,2,MxWT,6/7/24 9:42,M07039,1.825973747,106.1087898,88.3030303,3.005824173,3.567959294,2.143735729,5.711175127,M07039_2,False,94.64646465,-6.3434343499999954,False,False
87,Sparse7x,23,3,FxHET,6/7/24 9:42,M07039,1.697821178,108.6329346,90.57575758,2.698363803,2.678919892,1.65483537,4.472902787,M07039_3,False,90.61868687,-0.04292929000000356,False,False
87,Sparse7x,23,4,MxHEMI,6/7/24 9:42,M07039,1.727062195,102.8177785,88.10606061,2.869082589,3.035097643,1.959927629,5.730597068,M07039_4,False,88.61363636666665,-0.5075757566666539,False,False
87,Sparse7x,23,5,MxWT,6/7/24 9:42,M07039,1.820452205,101.1745909,88.28787879,3.233937821,3.10563873,1.667121412,4.366987907,M07039_5,False,94.64646465,-6.358585860000005,False,False
87,Sparse7x,23,6,FxHET,6/7/24 9:42,M07039,1.632888561,106.8832367,87.15151515,2.995817765,3.859250905,2.016566281,5.521070094,M07039_6,False,90.61868687,-3.4671717200000103,False,False
